instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,timestamp,season_label,weather_label,weekday_label,temp_c,feels_like_c,humidity_pct,windspeed_scaled,cnt_iqr_high
8651,2012-01-01,1,1,1,5,0,0,0,1,0.28,0.2879,0.81,0.1045,0,5,5,2012-01-01 05:00:00,spring,clear_or_partly_cloudy,sunday,11.48,14.395,81.0,7.0015,False
8652,2012-01-01,1,1,1,6,0,0,0,1,0.26,0.2727,0.93,0.1343,1,1,2,2012-01-01 06:00:00,spring,clear_or_partly_cloudy,sunday,10.66,13.635,93.0,8.9981,False
8653,2012-01-01,1,1,1,7,0,0,0,1,0.26,0.2576,0.93,0.1642,1,6,7,2012-01-01 07:00:00,spring,clear_or_partly_cloudy,sunday,10.66,12.879999999999999,93.0,11.0014,False
8654,2012-01-01,1,1,1,8,0,0,0,1,0.26,0.2727,0.87,0.1045,4,10,14,2012-01-01 08:00:00,spring,clear_or_partly_cloudy,sunday,10.66,13.635,87.0,7.0015,False
8655,2012-01-01,1,1,1,9,0,0,0,1,0.26,0.2727,0.93,0.1045,13,27,40,2012-01-01 09:00:00,spring,clear_or_partly_cloudy,sunday,10.66,13.635,93.0,7.0015,False
8656,2012-01-01,1,1,1,10,0,0,0,1,0.3,0.3182,0.81,0.1045,18,52,70,2012-01-01 10:00:00,spring,clear_or_partly_cloudy,sunday,12.299999999999999,15.909999999999998,81.0,7.0015,False
8657,2012-01-01,1,1,1,11,0,0,0,1,0.34,0.3333,0.76,0.1343,40,98,138,2012-01-01 11:00:00,spring,clear_or_partly_cloudy,sunday,13.940000000000001,16.665,76.0,8.9981,False
8658,2012-01-01,1,1,1,12,0,0,0,1,0.4,0.4091,0.62,0.2836,58,143,201,2012-01-01 12:00:00,spring,clear_or_partly_cloudy,sunday,16.400000000000002,20.455000000000002,62.0,19.0012,False
8659,2012-01-01,1,1,1,13,0,0,0,1,0.42,0.4242,0.58,0.2836,82,141,223,2012-01-01 13:00:00,spring,clear_or_partly_cloudy,sunday,17.22,21.21,57.99999999999999,19.0012,False
8660,2012-01-01,1,1,1,14,0,0,0,1,0.44,0.4394,0.54,0.2985,120,147,267,2012-01-01 14:00:00,spring,clear_or_partly_cloudy,sunday,18.04,21.97,54.0,19.999499999999998,False
8661,2012-01-01,1,1,1,15,0,0,0,1,0.46,0.4545,0.51,0.2985,101,164,265,2012-01-01 15:00:00,spring,clear_or_partly_cloudy,sunday,18.86,22.725,51.0,19.999499999999998,False
8662,2012-01-01,1,1,1,16,0,0,0,2,0.44,0.4394,0.54,0.2985,68,147,215,2012-01-01 16:00:00,spring,mist_or_cloudy,sunday,18.04,21.97,54.0,19.999499999999998,False
8663,2012-01-01,1,1,1,17,0,0,0,2,0.48,0.4697,0.48,0.1642,36,75,111,2012-01-01 17:00:00,spring,mist_or_cloudy,sunday,19.68,23.485,48.0,11.0014,False
8664,2012-01-01,1,1,1,18,0,0,0,3,0.46,0.4545,0.59,0.2537,25,81,106,2012-01-01 18:00:00,spring,light_rain_or_snow,sunday,18.86,22.725,59.0,16.997899999999998,False
8665,2012-01-01,1,1,1,19,0,0,0,3,0.42,0.4242,0.67,0.3881,20,85,105,2012-01-01 19:00:00,spring,light_rain_or_snow,sunday,17.22,21.21,67.0,26.0027,False
8666,2012-01-01,1,1,1,20,0,0,0,2,0.44,0.4394,0.62,0.2985,25,58,83,2012-01-01 20:00:00,spring,mist_or_cloudy,sunday,18.04,21.97,62.0,19.999499999999998,False
8667,2012-01-01,1,1,1,21,0,0,0,2,0.44,0.4394,0.67,0.2537,10,61,71,2012-01-01 21:00:00,spring,mist_or_cloudy,sunday,18.04,21.97,67.0,16.997899999999998,False
8668,2012-01-01,1,1,1,22,0,0,0,1,0.46,0.4545,0.55,0.4179,13,53,66,2012-01-01 22:00:00,spring,clear_or_partly_cloudy,sunday,18.86,22.725,55.00000000000001,27.999299999999998,False
8669,2012-01-01,1,1,1,23,0,0,0,1,0.44,0.4394,0.51,0.2985,4,25,29,2012-01-01 23:00:00,spring,clear_or_partly_cloudy,sunday,18.04,21.97,51.0,19.999499999999998,False
8670,2012-01-02,1,1,1,0,1,1,0,1,0.4,0.4091,0.4,0.4627,8,31,39,2012-01-02 00:00:00,spring,clear_or_partly_cloudy,monday,16.400000000000002,20.455000000000002,40.0,31.0009,False
8671,2012-01-02,1,1,1,1,1,1,0,1,0.36,0.3333,0.43,0.4179,1,11,12,2012-01-02 01:00:00,spring,clear_or_partly_cloudy,monday,14.76,16.665,43.0,27.999299999999998,False
8672,2012-01-02,1,1,1,2,1,1,0,1,0.36,0.3182,0.34,0.4478,1,6,7,2012-01-02 02:00:00,spring,clear_or_partly_cloudy,monday,14.76,15.909999999999998,34.0,30.002599999999997,False
8673,2012-01-02,1,1,1,4,1,1,0,1,0.28,0.2576,0.45,0.3284,0,4,4,2012-01-02 04:00:00,spring,clear_or_partly_cloudy,monday,11.48,12.879999999999999,45.0,22.0028,False
8674,2012-01-02,1,1,1,5,1,1,0,1,0.28,0.2576,0.45,0.3284,1,3,4,2012-01-02 05:00:00,spring,clear_or_partly_cloudy,monday,11.48,12.879999999999999,45.0,22.0028,False
8675,2012-01-02,1,1,1,6,1,1,0,1,0.26,0.2273,0.41,0.3881,0,14,14,2012-01-02 06:00:00,spring,clear_or_partly_cloudy,monday,10.66,11.365,41.0,26.0027,False
8676,2012-01-02,1,1,1,7,1,1,0,1,0.24,0.2121,0.32,0.3881,0,16,16,2012-01-02 07:00:00,spring,clear_or_partly_cloudy,monday,9.84,10.605,32.0,26.0027,False
8677,2012-01-02,1,1,1,8,1,1,0,1,0.24,0.2273,0.35,0.2537,2,51,53,2012-01-02 08:00:00,spring,clear_or_partly_cloudy,monday,9.84,11.365,35.0,16.997899999999998,False
8678,2012-01-02,1,1,1,9,1,1,0,1,0.24,0.2576,0.35,0.0,15,53,68,2012-01-02 09:00:00,spring,clear_or_partly_cloudy,monday,9.84,12.879999999999999,35.0,0.0,False
8679,2012-01-02,1,1,1,10,1,1,0,1,0.26,0.2424,0.35,0.2836,20,89,109,2012-01-02 10:00:00,spring,clear_or_partly_cloudy,monday,10.66,12.120000000000001,35.0,19.0012,False
8680,2012-01-02,1,1,1,11,1,1,0,1,0.26,0.2121,0.35,0.4925,33,142,175,2012-01-02 11:00:00,spring,clear_or_partly_cloudy,monday,10.66,10.605,35.0,32.9975,False
8681,2012-01-02,1,1,1,12,1,1,0,1,0.28,0.2727,0.36,0.2537,41,161,202,2012-01-02 12:00:00,spring,clear_or_partly_cloudy,monday,11.48,13.635,36.0,16.997899999999998,False
8682,2012-01-02,1,1,1,13,1,1,0,1,0.3,0.2727,0.36,0.2985,26,150,176,2012-01-02 13:00:00,spring,clear_or_partly_cloudy,monday,12.299999999999999,13.635,36.0,19.999499999999998,False
8683,2012-01-02,1,1,1,14,1,1,0,1,0.3,0.2727,0.36,0.4179,10,141,151,2012-01-02 14:00:00,spring,clear_or_partly_cloudy,monday,12.299999999999999,13.635,36.0,27.999299999999998,False
8684,2012-01-02,1,1,1,15,1,1,0,1,0.28,0.2424,0.38,0.4478,29,139,168,2012-01-02 15:00:00,spring,clear_or_partly_cloudy,monday,11.48,12.120000000000001,38.0,30.002599999999997,False
8685,2012-01-02,1,1,1,16,1,1,0,1,0.26,0.2273,0.35,0.4179,10,144,154,2012-01-02 16:00:00,spring,clear_or_partly_cloudy,monday,10.66,11.365,35.0,27.999299999999998,False
8686,2012-01-02,1,1,1,17,1,1,0,1,0.26,0.2273,0.35,0.3881,17,136,153,2012-01-02 17:00:00,spring,clear_or_partly_cloudy,monday,10.66,11.365,35.0,26.0027,False
8687,2012-01-02,1,1,1,18,1,1,0,1,0.26,0.2424,0.33,0.2537,13,113,126,2012-01-02 18:00:00,spring,clear_or_partly_cloudy,monday,10.66,12.120000000000001,33.0,16.997899999999998,False
8688,2012-01-02,1,1,1,19,1,1,0,1,0.24,0.2273,0.38,0.2239,4,89,93,2012-01-02 19:00:00,spring,clear_or_partly_cloudy,monday,9.84,11.365,38.0,15.001299999999999,False
8689,2012-01-02,1,1,1,20,1,1,0,1,0.24,0.2273,0.41,0.2239,5,83,88,2012-01-02 20:00:00,spring,clear_or_partly_cloudy,monday,9.84,11.365,41.0,15.001299999999999,False
8690,2012-01-02,1,1,1,21,1,1,0,2,0.24,0.2121,0.41,0.3284,3,63,66,2012-01-02 21:00:00,spring,mist_or_cloudy,monday,9.84,10.605,41.0,22.0028,False
8691,2012-01-02,1,1,1,22,1,1,0,2,0.22,0.2121,0.44,0.2836,3,36,39,2012-01-02 22:00:00,spring,mist_or_cloudy,monday,9.02,10.605,44.0,19.0012,False
8692,2012-01-02,1,1,1,23,1,1,0,1,0.22,0.2121,0.44,0.2537,2,32,34,2012-01-02 23:00:00,spring,clear_or_partly_cloudy,monday,9.02,10.605,44.0,16.997899999999998,False
8693,2012-01-03,1,1,1,0,0,2,1,1,0.2,0.197,0.51,0.2537,0,13,13,2012-01-03 00:00:00,spring,clear_or_partly_cloudy,tuesday,8.200000000000001,9.85,51.0,16.997899999999998,False
8694,2012-01-03,1,1,1,1,0,2,1,1,0.18,0.1818,0.55,0.2239,1,5,6,2012-01-03 01:00:00,spring,clear_or_partly_cloudy,tuesday,7.38,9.09,55.00000000000001,15.001299999999999,False
8695,2012-01-03,1,1,1,2,0,2,1,1,0.18,0.1667,0.51,0.2537,0,3,3,2012-01-03 02:00:00,spring,clear_or_partly_cloudy,tuesday,7.38,8.334999999999999,51.0,16.997899999999998,False
8696,2012-01-03,1,1,1,3,0,2,1,1,0.16,0.1364,0.55,0.2836,0,2,2,2012-01-03 03:00:00,spring,clear_or_partly_cloudy,tuesday,6.5600000000000005,6.819999999999999,55.00000000000001,19.0012,False
8697,2012-01-03,1,1,1,4,0,2,1,1,0.16,0.1515,0.55,0.2537,0,5,5,2012-01-03 04:00:00,spring,clear_or_partly_cloudy,tuesday,6.5600000000000005,7.575,55.00000000000001,16.997899999999998,False
8698,2012-01-03,1,1,1,5,0,2,1,1,0.14,0.1364,0.54,0.194,0,12,12,2012-01-03 05:00:00,spring,clear_or_partly_cloudy,tuesday,5.74,6.819999999999999,54.0,12.998000000000001,False
8699,2012-01-03,1,1,1,6,0,2,1,1,0.14,0.1212,0.59,0.2836,4,81,85,2012-01-03 06:00:00,spring,clear_or_partly_cloudy,tuesday,5.74,6.0600000000000005,59.0,19.0012,False
8700,2012-01-03,1,1,1,7,0,2,1,1,0.14,0.1212,0.59,0.2537,2,168,170,2012-01-03 07:00:00,spring,clear_or_partly_cloudy,tuesday,5.74,6.0600000000000005,59.0,16.997899999999998,False
8701,2012-01-03,1,1,1,8,0,2,1,1,0.16,0.1364,0.55,0.2836,5,349,354,2012-01-03 08:00:00,spring,clear_or_partly_cloudy,tuesday,6.5600000000000005,6.819999999999999,55.00000000000001,19.0012,False
8702,2012-01-03,1,1,1,9,0,2,1,1,0.16,0.1364,0.5,0.2836,8,145,153,2012-01-03 09:00:00,spring,clear_or_partly_cloudy,tuesday,6.5600000000000005,6.819999999999999,50.0,19.0012,False
8703,2012-01-03,1,1,1,10,0,2,1,1,0.16,0.1212,0.47,0.4627,5,55,60,2012-01-03 10:00:00,spring,clear_or_partly_cloudy,tuesday,6.5600000000000005,6.0600000000000005,47.0,31.0009,False
8704,2012-01-03,1,1,1,11,0,2,1,1,0.18,0.1364,0.37,0.5224,12,63,75,2012-01-03 11:00:00,spring,clear_or_partly_cloudy,tuesday,7.38,6.819999999999999,37.0,35.0008,False
8705,2012-01-03,1,1,1,12,0,2,1,1,0.18,0.1364,0.37,0.5224,4,70,74,2012-01-03 12:00:00,spring,clear_or_partly_cloudy,tuesday,7.38,6.819999999999999,37.0,35.0008,False
8706,2012-01-03,1,1,1,13,0,2,1,1,0.18,0.1212,0.34,0.6567,5,68,73,2012-01-03 13:00:00,spring,clear_or_partly_cloudy,tuesday,7.38,6.0600000000000005,34.0,43.9989,False
8707,2012-01-03,1,1,1,14,0,2,1,1,0.16,0.1212,0.43,0.5224,7,72,79,2012-01-03 14:00:00,spring,clear_or_partly_cloudy,tuesday,6.5600000000000005,6.0600000000000005,43.0,35.0008,False
8708,2012-01-03,1,1,1,15,0,2,1,1,0.16,0.1212,0.37,0.4179,9,68,77,2012-01-03 15:00:00,spring,clear_or_partly_cloudy,tuesday,6.5600000000000005,6.0600000000000005,37.0,27.999299999999998,False
8709,2012-01-03,1,1,1,16,0,2,1,1,0.14,0.0909,0.39,0.5821,7,129,136,2012-01-03 16:00:00,spring,clear_or_partly_cloudy,tuesday,5.74,4.545,39.0,39.000699999999995,False
8710,2012-01-03,1,1,1,17,0,2,1,1,0.14,0.1061,0.26,0.4627,4,241,245,2012-01-03 17:00:00,spring,clear_or_partly_cloudy,tuesday,5.74,5.305,26.0,31.0009,False
8711,2012-01-03,1,1,1,18,0,2,1,1,0.14,0.0909,0.26,0.5224,10,214,224,2012-01-03 18:00:00,spring,clear_or_partly_cloudy,tuesday,5.74,4.545,26.0,35.0008,False
8712,2012-01-03,1,1,1,19,0,2,1,1,0.12,0.0909,0.28,0.4179,4,152,156,2012-01-03 19:00:00,spring,clear_or_partly_cloudy,tuesday,4.92,4.545,28.000000000000004,27.999299999999998,False
8713,2012-01-03,1,1,1,20,0,2,1,1,0.12,0.1212,0.33,0.2537,0,115,115,2012-01-03 20:00:00,spring,clear_or_partly_cloudy,tuesday,4.92,6.0600000000000005,33.0,16.997899999999998,False
8714,2012-01-03,1,1,1,21,0,2,1,1,0.1,0.1061,0.36,0.2239,2,66,68,2012-01-03 21:00:00,spring,clear_or_partly_cloudy,tuesday,4.1000000000000005,5.305,36.0,15.001299999999999,False
8715,2012-01-03,1,1,1,22,0,2,1,1,0.1,0.1061,0.46,0.2537,0,33,33,2012-01-03 22:00:00,spring,clear_or_partly_cloudy,tuesday,4.1000000000000005,5.305,46.0,16.997899999999998,False
8716,2012-01-03,1,1,1,23,0,2,1,1,0.1,0.0758,0.46,0.3881,0,18,18,2012-01-03 23:00:00,spring,clear_or_partly_cloudy,tuesday,4.1000000000000005,3.7900000000000005,46.0,26.0027,False
8717,2012-01-04,1,1,1,0,0,3,1,1,0.08,0.0606,0.42,0.3284,0,9,9,2012-01-04 00:00:00,spring,clear_or_partly_cloudy,wednesday,3.2800000000000002,3.0300000000000002,42.0,22.0028,False
8718,2012-01-04,1,1,1,1,0,3,1,1,0.04,0.0303,0.38,0.2985,0,3,3,2012-01-04 01:00:00,spring,clear_or_partly_cloudy,wednesday,1.6400000000000001,1.5150000000000001,38.0,19.999499999999998,False
8719,2012-01-04,1,1,1,2,0,3,1,1,0.02,0.0152,0.34,0.2836,0,1,1,2012-01-04 02:00:00,spring,clear_or_partly_cloudy,wednesday,0.8200000000000001,0.76,34.0,19.0012,False
8720,2012-01-04,1,1,1,3,0,3,1,1,0.02,0.0152,0.34,0.2836,0,1,1,2012-01-04 03:00:00,spring,clear_or_partly_cloudy,wednesday,0.8200000000000001,0.76,34.0,19.0012,False
8721,2012-01-04,1,1,1,4,0,3,1,1,0.02,0.0455,0.41,0.194,0,2,2,2012-01-04 04:00:00,spring,clear_or_partly_cloudy,wednesday,0.8200000000000001,2.275,41.0,12.998000000000001,False
8722,2012-01-04,1,1,1,5,0,3,1,1,0.02,0.0455,0.41,0.194,0,14,14,2012-01-04 05:00:00,spring,clear_or_partly_cloudy,wednesday,0.8200000000000001,2.275,41.0,12.998000000000001,False
8723,2012-01-04,1,1,1,6,0,3,1,1,0.02,0.0455,0.41,0.1642,0,59,59,2012-01-04 06:00:00,spring,clear_or_partly_cloudy,wednesday,0.8200000000000001,2.275,41.0,11.0014,False
8724,2012-01-04,1,1,1,7,0,3,1,1,0.02,0.0455,0.44,0.194,1,151,152,2012-01-04 07:00:00,spring,clear_or_partly_cloudy,wednesday,0.8200000000000001,2.275,44.0,12.998000000000001,False
8725,2012-01-04,1,1,1,8,0,3,1,1,0.02,0.0606,0.44,0.1343,5,310,315,2012-01-04 08:00:00,spring,clear_or_partly_cloudy,wednesday,0.8200000000000001,3.0300000000000002,44.0,8.9981,False
8726,2012-01-04,1,1,1,9,0,3,1,1,0.04,0.0606,0.45,0.1343,7,173,180,2012-01-04 09:00:00,spring,clear_or_partly_cloudy,wednesday,1.6400000000000001,3.0300000000000002,45.0,8.9981,False
8727,2012-01-04,1,1,1,10,0,3,1,1,0.06,0.1061,0.45,0.0,7,57,64,2012-01-04 10:00:00,spring,clear_or_partly_cloudy,wednesday,2.46,5.305,45.0,0.0,False
8728,2012-01-04,1,1,1,11,0,3,1,2,0.08,0.1212,0.42,0.0896,6,40,46,2012-01-04 11:00:00,spring,mist_or_cloudy,wednesday,3.2800000000000002,6.0600000000000005,42.0,6.0032,False
8729,2012-01-04,1,1,1,12,0,3,1,2,0.1,0.1061,0.46,0.194,9,75,84,2012-01-04 12:00:00,spring,mist_or_cloudy,wednesday,4.1000000000000005,5.305,46.0,12.998000000000001,False
8730,2012-01-04,1,1,1,13,0,3,1,2,0.14,0.1212,0.43,0.2537,9,82,91,2012-01-04 13:00:00,spring,mist_or_cloudy,wednesday,5.74,6.0600000000000005,43.0,16.997899999999998,False
8731,2012-01-04,1,1,1,14,0,3,1,2,0.14,0.1212,0.46,0.2537,6,69,75,2012-01-04 14:00:00,spring,mist_or_cloudy,wednesday,5.74,6.0600000000000005,46.0,16.997899999999998,False
8732,2012-01-04,1,1,1,15,0,3,1,2,0.18,0.1515,0.37,0.3284,9,81,90,2012-01-04 15:00:00,spring,mist_or_cloudy,wednesday,7.38,7.575,37.0,22.0028,False
8733,2012-01-04,1,1,1,16,0,3,1,2,0.18,0.1667,0.4,0.2836,8,123,131,2012-01-04 16:00:00,spring,mist_or_cloudy,wednesday,7.38,8.334999999999999,40.0,19.0012,False
8734,2012-01-04,1,1,1,17,0,3,1,2,0.2,0.197,0.4,0.194,9,272,281,2012-01-04 17:00:00,spring,mist_or_cloudy,wednesday,8.200000000000001,9.85,40.0,12.998000000000001,False
8735,2012-01-04,1,1,1,18,0,3,1,2,0.2,0.2121,0.37,0.1343,9,280,289,2012-01-04 18:00:00,spring,mist_or_cloudy,wednesday,8.200000000000001,10.605,37.0,8.9981,False
8736,2012-01-04,1,1,1,19,0,3,1,2,0.2,0.2273,0.4,0.1045,2,182,184,2012-01-04 19:00:00,spring,mist_or_cloudy,wednesday,8.200000000000001,11.365,40.0,7.0015,False
8737,2012-01-04,1,1,1,20,0,3,1,2,0.2,0.197,0.4,0.194,2,121,123,2012-01-04 20:00:00,spring,mist_or_cloudy,wednesday,8.200000000000001,9.85,40.0,12.998000000000001,False
8738,2012-01-04,1,1,1,21,0,3,1,2,0.2,0.2576,0.44,0.0,2,88,90,2012-01-04 21:00:00,spring,mist_or_cloudy,wednesday,8.200000000000001,12.879999999999999,44.0,0.0,False
8739,2012-01-04,1,1,1,22,0,3,1,2,0.2,0.2273,0.47,0.0896,4,48,52,2012-01-04 22:00:00,spring,mist_or_cloudy,wednesday,8.200000000000001,11.365,47.0,6.0032,False
8740,2012-01-04,1,1,1,23,0,3,1,2,0.2,0.2273,0.44,0.1045,0,32,32,2012-01-04 23:00:00,spring,mist_or_cloudy,wednesday,8.200000000000001,11.365,44.0,7.0015,False
8741,2012-01-05,1,1,1,0,0,4,1,2,0.22,0.2273,0.47,0.194,1,13,14,2012-01-05 00:00:00,spring,mist_or_cloudy,thursday,9.02,11.365,47.0,12.998000000000001,False
8742,2012-01-05,1,1,1,1,0,4,1,1,0.2,0.2273,0.51,0.0896,0,5,5,2012-01-05 01:00:00,spring,clear_or_partly_cloudy,thursday,8.200000000000001,11.365,51.0,6.0032,False
8743,2012-01-05,1,1,1,2,0,4,1,1,0.2,0.2273,0.51,0.0896,0,4,4,2012-01-05 02:00:00,spring,clear_or_partly_cloudy,thursday,8.200000000000001,11.365,51.0,6.0032,False
8744,2012-01-05,1,1,1,3,0,4,1,1,0.2,0.2576,0.61,0.0,0,4,4,2012-01-05 03:00:00,spring,clear_or_partly_cloudy,thursday,8.200000000000001,12.879999999999999,61.0,0.0,False
8745,2012-01-05,1,1,1,4,0,4,1,2,0.2,0.2273,0.59,0.0896,0,5,5,2012-01-05 04:00:00,spring,mist_or_cloudy,thursday,8.200000000000001,11.365,59.0,6.0032,False
8746,2012-01-05,1,1,1,5,0,4,1,2,0.2,0.2273,0.59,0.0896,0,26,26,2012-01-05 05:00:00,spring,mist_or_cloudy,thursday,8.200000000000001,11.365,59.0,6.0032,False
8747,2012-01-05,1,1,1,6,0,4,1,2,0.2,0.2121,0.75,0.1343,0,78,78,2012-01-05 06:00:00,spring,mist_or_cloudy,thursday,8.200000000000001,10.605,75.0,8.9981,False
8748,2012-01-05,1,1,1,7,0,4,1,2,0.2,0.2273,0.69,0.0896,3,212,215,2012-01-05 07:00:00,spring,mist_or_cloudy,thursday,8.200000000000001,11.365,69.0,6.0032,False
8749,2012-01-05,1,1,1,8,0,4,1,2,0.2,0.2576,0.75,0.0,11,377,388,2012-01-05 08:00:00,spring,mist_or_cloudy,thursday,8.200000000000001,12.879999999999999,75.0,0.0,False
8750,2012-01-05,1,1,1,9,0,4,1,2,0.22,0.2727,0.69,0.0,7,220,227,2012-01-05 09:00:00,spring,mist_or_cloudy,thursday,9.02,13.635,69.0,0.0,False
8751,2012-01-05,1,1,1,10,0,4,1,2,0.24,0.2576,0.52,0.0896,5,81,86,2012-01-05 10:00:00,spring,mist_or_cloudy,thursday,9.84,12.879999999999999,52.0,6.0032,False
8752,2012-01-05,1,1,1,11,0,4,1,1,0.3,0.3333,0.49,0.0,6,78,84,2012-01-05 11:00:00,spring,clear_or_partly_cloudy,thursday,12.299999999999999,16.665,49.0,0.0,False
8753,2012-01-05,1,1,1,12,0,4,1,1,0.3,0.2879,0.49,0.2537,6,114,120,2012-01-05 12:00:00,spring,clear_or_partly_cloudy,thursday,12.299999999999999,14.395,49.0,16.997899999999998,False
8754,2012-01-05,1,1,1,13,0,4,1,1,0.34,0.303,0.42,0.2985,6,112,118,2012-01-05 13:00:00,spring,clear_or_partly_cloudy,thursday,13.940000000000001,15.15,42.0,19.999499999999998,False
8755,2012-01-05,1,1,1,14,0,4,1,1,0.34,0.3182,0.39,0.2836,13,104,117,2012-01-05 14:00:00,spring,clear_or_partly_cloudy,thursday,13.940000000000001,15.909999999999998,39.0,19.0012,False
8756,2012-01-05,1,1,1,15,0,4,1,1,0.36,0.3333,0.34,0.2836,6,113,119,2012-01-05 15:00:00,spring,clear_or_partly_cloudy,thursday,14.76,16.665,34.0,19.0012,False
8757,2012-01-05,1,1,1,16,0,4,1,1,0.36,0.3333,0.34,0.2836,19,178,197,2012-01-05 16:00:00,spring,clear_or_partly_cloudy,thursday,14.76,16.665,34.0,19.0012,False
8758,2012-01-05,1,1,1,17,0,4,1,2,0.36,0.3485,0.34,0.194,19,393,412,2012-01-05 17:00:00,spring,mist_or_cloudy,thursday,14.76,17.424999999999997,34.0,12.998000000000001,False
8759,2012-01-05,1,1,1,18,0,4,1,1,0.34,0.3333,0.36,0.1642,9,374,383,2012-01-05 18:00:00,spring,clear_or_partly_cloudy,thursday,13.940000000000001,16.665,36.0,11.0014,False
8760,2012-01-05,1,1,1,19,0,4,1,1,0.34,0.3485,0.34,0.0896,10,255,265,2012-01-05 19:00:00,spring,clear_or_partly_cloudy,thursday,13.940000000000001,17.424999999999997,34.0,6.0032,False
8761,2012-01-05,1,1,1,20,0,4,1,1,0.3,0.3333,0.49,0.0,5,172,177,2012-01-05 20:00:00,spring,clear_or_partly_cloudy,thursday,12.299999999999999,16.665,49.0,0.0,False
8762,2012-01-05,1,1,1,21,0,4,1,1,0.26,0.2727,0.6,0.1343,9,88,97,2012-01-05 21:00:00,spring,clear_or_partly_cloudy,thursday,10.66,13.635,60.0,8.9981,False
8763,2012-01-05,1,1,1,22,0,4,1,1,0.26,0.2576,0.6,0.1642,1,70,71,2012-01-05 22:00:00,spring,clear_or_partly_cloudy,thursday,10.66,12.879999999999999,60.0,11.0014,False
8764,2012-01-05,1,1,1,23,0,4,1,1,0.24,0.2576,0.7,0.1045,4,56,60,2012-01-05 23:00:00,spring,clear_or_partly_cloudy,thursday,9.84,12.879999999999999,70.0,7.0015,False
8765,2012-01-06,1,1,1,0,0,5,1,1,0.22,0.2576,0.75,0.0896,1,24,25,2012-01-06 00:00:00,spring,clear_or_partly_cloudy,friday,9.02,12.879999999999999,75.0,6.0032,False
8766,2012-01-06,1,1,1,1,0,5,1,1,0.22,0.2727,0.75,0.0,2,6,8,2012-01-06 01:00:00,spring,clear_or_partly_cloudy,friday,9.02,13.635,75.0,0.0,False
8767,2012-01-06,1,1,1,2,0,5,1,1,0.22,0.2273,0.69,0.1642,2,3,5,2012-01-06 02:00:00,spring,clear_or_partly_cloudy,friday,9.02,11.365,69.0,11.0014,False
8768,2012-01-06,1,1,1,3,0,5,1,1,0.22,0.2424,0.69,0.1045,1,3,4,2012-01-06 03:00:00,spring,clear_or_partly_cloudy,friday,9.02,12.120000000000001,69.0,7.0015,False
8769,2012-01-06,1,1,1,4,0,5,1,1,0.22,0.2273,0.69,0.1343,0,3,3,2012-01-06 04:00:00,spring,clear_or_partly_cloudy,friday,9.02,11.365,69.0,8.9981,False
8770,2012-01-06,1,1,1,5,0,5,1,2,0.2,0.2121,0.8,0.1343,0,13,13,2012-01-06 05:00:00,spring,mist_or_cloudy,friday,8.200000000000001,10.605,80.0,8.9981,False
8771,2012-01-06,1,1,1,6,0,5,1,2,0.22,0.2424,0.73,0.1045,1,69,70,2012-01-06 06:00:00,spring,mist_or_cloudy,friday,9.02,12.120000000000001,73.0,7.0015,False
8772,2012-01-06,1,1,1,7,0,5,1,2,0.24,0.2879,0.65,0.0,4,201,205,2012-01-06 07:00:00,spring,mist_or_cloudy,friday,9.84,14.395,65.0,0.0,False
8773,2012-01-06,1,1,1,8,0,5,1,1,0.24,0.2424,0.7,0.1343,11,436,447,2012-01-06 08:00:00,spring,clear_or_partly_cloudy,friday,9.84,12.120000000000001,70.0,8.9981,False
8774,2012-01-06,1,1,1,9,0,5,1,1,0.24,0.2424,0.7,0.1642,4,237,241,2012-01-06 09:00:00,spring,clear_or_partly_cloudy,friday,9.84,12.120000000000001,70.0,11.0014,False
8775,2012-01-06,1,1,1,10,0,5,1,1,0.26,0.2576,0.65,0.194,14,102,116,2012-01-06 10:00:00,spring,clear_or_partly_cloudy,friday,10.66,12.879999999999999,65.0,12.998000000000001,False
8776,2012-01-06,1,1,1,11,0,5,1,1,0.3,0.303,0.56,0.1642,8,130,138,2012-01-06 11:00:00,spring,clear_or_partly_cloudy,friday,12.299999999999999,15.15,56.00000000000001,11.0014,False
8777,2012-01-06,1,1,1,12,0,5,1,1,0.36,0.3333,0.5,0.2537,23,168,191,2012-01-06 12:00:00,spring,clear_or_partly_cloudy,friday,14.76,16.665,50.0,16.997899999999998,False
8778,2012-01-06,1,1,1,13,0,5,1,1,0.4,0.4091,0.43,0.2836,16,188,204,2012-01-06 13:00:00,spring,clear_or_partly_cloudy,friday,16.400000000000002,20.455000000000002,43.0,19.0012,False
8779,2012-01-06,1,1,1,14,0,5,1,1,0.46,0.4545,0.36,0.194,26,152,178,2012-01-06 14:00:00,spring,clear_or_partly_cloudy,friday,18.86,22.725,36.0,12.998000000000001,False
8780,2012-01-06,1,1,1,15,0,5,1,1,0.52,0.5,0.27,0.2537,44,178,222,2012-01-06 15:00:00,spring,clear_or_partly_cloudy,friday,21.32,25.0,27.0,16.997899999999998,False
8781,2012-01-06,1,1,1,16,0,5,1,1,0.52,0.5,0.27,0.2836,35,259,294,2012-01-06 16:00:00,spring,clear_or_partly_cloudy,friday,21.32,25.0,27.0,19.0012,False
